Name,Team,Age,W,L,ERA,G,GS,CG,ShO,SV,BS,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,PlayerId
Zachary Hammer,NYM,18,2,1,2.903225806,10,2,0,0,0,0,,31,133,25,11,10,0,18,1,3,4,0,27,sa3008564
Alex Demchak,BOS,24,4,2,3.037501919,29,0,0,0,3,1,,53.1,228,45,22,18,3,21,0,2,8,0,63,sa3008565
Fernando Olguin,MIL,18,2,0,1.88372093,16,4,0,0,2,0,,43,189,39,16,9,0,15,0,3,4,0,53,sa3008571
Justin Lewis,ARI,23,6,6,2.801151876,26,24,0,0,0,0,,115.2,489,106,45,36,4,42,0,9,14,0,127,sa3008577
Adam Kloffenstein,TOR,18,4,4,2.238343208,13,13,0,0,0,0,,64.1,259,47,23,16,4,23,0,4,5,0,64,sa3008578
Ariel Vega,MIL,18,3,1,4.590004377,16,2,0,0,1,2,,33.1,155,35,23,17,1,17,1,3,9,2,22,sa3008579
Royman Blanco,BOS,18,4,1,3.115381759,16,0,0,0,0,0,,34.2,148,38,14,12,0,12,0,2,8,0,21,sa3008580
Luis Sanchez,CLE,24,1,1,2.7,14,0,0,0,4,0,,20,79,6,9,6,0,10,0,1,0,0,22,sa3008581
Fernando Lozano,PHI,19,5,0,1.989471567,17,0,0,0,2,0,,31.2,121,24,8,7,1,6,0,1,1,0,31,sa3008585
Ethan Hankins,CLE,19,0,3,2.550000081,14,13,0,0,0,0,,60,248,43,22,17,4,30,0,5,4,1,71,sa3008589
Alex Phillips,MIN,24,5,3,2.552238806,42,1,0,0,9,2,,67,264,48,22,19,4,21,2,2,3,0,74,sa3008595
Joe DeMers,OAK,22,5,4,5.494736842,23,13,0,0,2,0,,95,407,111,59,58,11,17,0,9,5,0,75,sa3008597
Logan Gilbert,SEA,22,10,5,2.133333303,26,26,0,0,0,0,,135,521,95,36,32,7,33,0,7,6,0,165,sa3008598
Aaron Hernandez,LAA,22,1,4,4.458713412,20,15,0,0,0,0,,72.2,336,75,38,36,6,46,0,7,9,0,81,sa3008599
Kyle Bradish,LAA,22,6,7,4.277227723,24,18,0,0,0,1,,101,444,90,55,48,9,53,0,2,15,0,120,sa3008605
Cooper Criswell,LAA,22,4,8,4.602285795,25,21,0,0,0,0,,117.1,512,133,69,60,10,35,0,10,12,0,111,sa3008606
Cole Sands,MIN,21,7,3,2.681507725,18,18,0,0,0,0,,97.1,383,81,32,29,4,19,0,6,6,0,108,sa3008611
Josh Hiatt,TOR,22,2,3,3.639128745,25,8,0,0,1,1,,76.2,338,73,40,31,4,37,0,9,4,0,61,sa3008612
Bryan Pall,SEA,23,1,0,2.037737682,29,0,0,0,6,0,,35.1,143,22,9,8,0,14,1,1,8,1,45,sa3008614
Joe Record,MIN,24,4,4,5.072724634,35,0,0,0,8,4,,55,242,54,38,31,1,16,2,2,4,0,68,sa3008619
Michael Grove,LAD,22,0,5,6.096770442,21,21,0,0,0,0,,51.2,231,61,37,35,7,19,0,1,7,0,73,sa3008625
Justin Vernia,ARI,23,10,4,4.325591437,26,21,0,0,1,0,,129,541,132,73,62,23,40,0,2,1,0,110,sa3008626
Ryan Fritze,ARI,25,1,2,4.32,31,1,0,0,6,1,,50,216,41,26,24,7,32,0,0,6,0,61,sa3008627
Tim Brennan,TEX,22,11,6,3.836462107,21,21,2,1,0,0,,124.1,499,118,59,53,5,14,0,7,2,1,82,sa3008630
Tyler Gillies,MIL,24,5,2,3.166666667,42,0,0,0,4,2,,54,222,42,22,19,2,20,1,4,7,1,65,sa3008645
Cody Morris,CLE,22,7,4,4.348314607,21,20,0,0,0,0,,89,388,95,51,43,7,27,0,5,10,0,111,sa3008653
Shumpei Yoshikawa,ARI,24,5,7,3.745173365,22,21,0,0,0,0,,103.1,434,106,55,43,13,22,1,6,6,0,123,sa3008654
Yohandry Perez,MIL,22,0,1,5.90625,20,0,0,0,0,2,,32,162,34,30,21,3,29,0,2,8,0,37,sa3008656
Cole Winn,TEX,19,4,4,4.456308369,18,18,0,0,0,0,,68.2,298,59,36,34,5,39,0,3,7,0,65,sa3008662
Brandon Marklund,KCR,23,4,0,0.457627488,24,0,0,0,6,1,,39.1,163,23,7,2,1,19,1,1,5,1,44,sa3008663
Kyle Marman,CLE,22,5,4,3.326086957,24,0,0,0,1,2,,46,193,33,22,17,3,21,0,1,6,1,58,sa3008668
Hugh Smith,DET,22,0,4,3.62686309,10,10,0,0,0,0,,44.2,193,36,21,18,1,20,0,5,6,0,45,sa3008669
Luis D Gonzalez,PIT,20,2,0,5.215915083,19,0,0,0,4,0,,29.1,145,26,19,17,1,31,0,7,16,0,41,sa3008676
Luis Garcia,STL,18,2,0,3.230769231,22,1,0,0,3,1,,39,173,40,19,14,4,17,0,2,7,2,31,sa3008677
Jerming Rosario,LAD,17,0,0,0.794118204,13,13,0,0,0,0,,45.1,176,28,8,4,0,15,0,3,7,1,43,sa3008678
Aaron Peniche,SFG,19,0,1,10.72604225,18,0,0,0,0,0,,24.1,143,30,44,29,2,35,0,3,17,1,27,sa3008679
Reimy Beltre,HOU,18,3,0,1.670104735,10,5,0,0,1,1,,32.1,138,14,8,6,1,21,0,4,8,1,44,sa3008680
Jose Mercedes,WSN,19,0,5,5.1081114,13,9,0,0,1,0,,49.1,230,49,36,28,1,34,0,10,14,1,36,sa3008681
Jose Cedeno,WSN,17,3,3,3.407770146,11,7,0,0,0,0,,34.1,142,29,18,13,3,11,0,4,5,0,32,sa3008682
Kevin Rodriguez,WSN,18,2,3,2.670332637,15,1,0,0,0,1,,30.1,137,26,21,9,2,16,2,1,14,0,35,sa3008683
Carlos Telleria,ARI,19,4,1,2.152173913,14,7,0,0,0,0,,46,201,39,15,11,1,24,0,8,6,0,42,sa3008684
Jonathan Rivas,PHI,17,2,0,3.375,21,0,0,0,5,1,,40,178,37,19,15,2,20,1,4,5,1,34,sa3008685
Efren Diaz,BOS,17,3,3,3.889833652,16,1,0,0,2,1,,39.1,184,36,28,17,2,22,0,6,4,0,38,sa3008686
Wilkelman Gonzalez,BOS,17,0,3,3.302160539,14,14,0,0,0,0,,46.1,191,34,22,17,3,24,0,3,6,0,44,sa3008687
Juan De la Cruz,LAD,18,4,1,1.702702703,23,0,0,0,1,0,,37,168,28,15,7,0,22,1,7,7,0,52,sa3008688
Eli Moron,LAD,17,5,2,3.451130294,15,2,0,0,0,0,,44.1,181,42,21,17,4,14,0,3,11,0,21,sa3008689
Jordano Perez,ATL,18,1,0,2.673264803,16,0,0,0,3,0,,33.2,140,24,15,10,0,13,1,7,4,0,29,sa3008690
Raidel Chacon,LAD,24,0,1,16.31253111,14,0,0,0,1,0,,16,99,25,36,29,2,19,0,8,7,0,11,sa3008691
Rafael Tua,LAD,17,3,4,2.219176633,14,9,0,0,0,0,,48.2,190,36,16,12,3,14,0,1,9,0,42,sa3008692
Maycold Leon,MIA,17,1,0,3.941603096,14,6,0,0,3,0,,45.2,193,44,23,20,0,13,0,4,13,0,50,sa3008693
Jesus Medina,MIN,17,0,2,7.132061868,8,2,0,0,0,0,,17.2,86,16,16,14,0,11,0,4,5,1,24,sa3008694
Jean Marcelino,ARI,18,1,4,3.135481826,15,5,0,0,2,1,,51.2,206,33,25,18,2,17,0,5,11,0,53,sa3008695
Luis Mendoza,ARI,17,2,1,3.772061469,15,7,0,0,1,0,,45.1,193,40,24,19,1,25,0,4,7,2,33,sa3008696
Juan Daniel Encarnacion,BOS,18,0,5,3.857142857,14,14,0,0,0,0,,56,238,52,29,24,1,24,0,7,3,1,49,sa3008697
Janer Feliciano,COL,17,3,3,8.88608732,28,0,0,0,5,4,,26.1,131,37,29,26,3,18,0,2,11,0,23,sa3008698
Jesus Cruz,DET,18,0,1,5.603762897,6,6,0,0,0,0,,17.2,82,13,14,11,0,9,0,4,2,0,16,sa3008699
Isaac Rodriguez,LAD,16,2,1,4.935483871,20,0,0,0,0,0,,31,149,40,23,17,3,18,0,1,6,0,26,sa3008700
Junior Montero,MIL,20,2,4,2.727272727,22,0,0,0,4,0,,33,159,29,16,10,0,30,2,2,3,0,31,sa3008701
Rafael Garcia,MIL,18,2,7,4.127391042,13,12,0,0,0,0,,52.1,223,45,30,24,3,25,0,6,9,1,49,sa3008702
Jose Chambuco,NYY,17,6,3,4.618417981,13,8,0,0,0,0,,50.2,218,53,36,26,4,8,0,2,7,0,66,sa3008703
Lisander Brito,SEA,16,1,3,7.860769552,12,8,0,0,0,0,,26.1,137,29,27,23,1,28,0,4,10,1,22,sa3008704
Jonfy Diaz,SDP,22,1,4,1.894736842,16,0,0,0,0,0,,38,166,30,21,8,1,20,0,0,6,0,32,sa3008705
Jessel Soto,SDP,17,2,1,2.123593094,19,0,0,0,1,2,,29.2,128,29,10,7,1,14,1,1,1,0,14,sa3008706
Orlando Gil,TEX,17,1,3,6.256105273,9,8,0,0,0,0,,27.1,125,31,22,19,1,16,0,0,4,1,22,sa3008707
Wilgenis Alvarado,TOR,19,2,2,4.354831609,12,8,0,0,0,1,,41.1,182,42,25,20,3,16,0,4,6,2,28,sa3008708
Felix Polanco,CLE,19,0,1,5.571428571,15,0,0,0,1,0,,21,100,19,17,13,0,13,0,4,8,1,24,sa3008709
Audry Lugo,TBR,20,1,0,2.131578947,19,0,0,0,4,1,,38,152,26,12,9,2,14,0,4,6,0,41,sa3008710
Carlos Jimenez,PIT,16,1,0,2.538461538,10,10,0,0,0,0,,39,169,36,13,11,2,17,0,5,4,0,45,sa3008711
Juanfer Castro,TOR,17,2,5,4.169120571,16,7,0,0,1,1,,45.1,198,46,25,21,3,20,0,2,7,0,33,sa3008712
Carlo Reyes,PHI,20,4,2,2.454546706,14,14,0,0,0,0,,62.1,247,50,20,17,2,13,0,3,3,2,72,sa3008713
Jose Franco,CIN,18,3,1,2.197675637,14,14,0,0,0,0,,57.1,228,50,19,14,1,14,0,3,6,1,59,sa3008714
Robinson Escobar,SFG,20,2,3,5.744687029,21,0,0,0,2,4,,31.1,150,33,24,20,1,20,4,0,6,4,34,sa3008715
Reny Artiles,CLE,17,0,0,6.279077845,16,0,0,0,1,1,,28.2,139,37,24,20,3,18,0,1,5,0,23,sa3008716
Edgar Castro,TOR,17,2,0,4.64516129,10,0,0,0,0,0,,31,122,28,16,16,2,7,1,0,4,0,32,sa3008717
Yonathan Gomez,TBR,17,2,0,3.581629168,18,0,0,0,4,0,,32.2,150,28,18,13,0,15,0,7,7,0,26,sa3008718
Juan Cordero,DET,16,3,2,4.930438871,18,0,0,0,3,1,,38.1,164,41,26,21,1,14,0,1,13,0,25,sa3008719
Junior A. Guzman,TOR,19,4,0,5.328954457,11,1,0,0,3,2,,25.1,117,33,16,15,0,8,0,2,3,1,29,sa3008720
Juan Polo,KCR,18,3,0,6.750010662,14,0,0,0,0,0,,21.1,106,18,17,16,0,23,0,3,8,1,36,sa3008721
Christian Sosa,CLE,18,2,1,7.012977806,13,0,0,0,0,1,,25.2,117,26,21,20,2,11,0,3,4,1,10,sa3008722
Frander Veras,CHW,20,2,3,4.32000412,20,0,0,0,0,0,,33.1,154,35,20,16,0,22,2,4,5,0,36,sa3008723
Benjamin Arias,STL,17,1,2,8.391904518,18,0,0,0,0,3,,24.2,140,38,30,23,1,19,0,5,13,0,22,sa3008724
Leyner Ponce,MIN,18,0,3,4.108691138,20,0,0,0,2,1,,30.2,144,30,27,14,2,13,0,6,12,4,34,sa3008725
Develson Aria,MIN,18,2,4,5.25,17,1,0,0,1,1,,36,171,34,25,21,2,27,0,6,6,1,39,sa3008726
Juan Pichardo,MIN,21,4,1,1.687499086,14,11,0,0,0,0,,58.2,238,55,17,11,0,9,0,3,6,3,65,sa3008727
Jordany Vasquez,BAL,18,4,3,6.69025984,15,1,0,0,0,2,,37.2,175,46,30,28,1,18,0,4,6,0,32,sa3008728
Hugo Villalobos,CLE,17,3,1,3.068185343,16,0,0,0,1,0,,29.1,118,21,13,10,3,10,0,0,3,0,35,sa3008729
Eddy Alcantara,CIN,19,3,2,3.923076923,15,1,0,0,0,2,,39,165,31,19,17,4,22,0,0,11,2,39,sa3008730
Orelvis Rijo,ATL,18,1,1,3.566030934,13,0,0,0,0,0,,17.2,81,19,12,7,1,10,0,1,5,0,18,sa3008731
Bernardo Rodriguez,ARI,20,1,1,6.750013122,11,0,0,0,1,1,,17.1,84,9,15,13,0,26,0,3,10,1,26,sa3008732
Joel Benitez,BAL,18,2,7,4.877416354,14,14,0,0,0,0,,51.2,242,48,39,28,0,34,0,8,13,0,44,sa3008733
Ramiro Batista,SDP,20,0,1,6.942867169,15,0,0,0,0,0,,23.1,116,23,23,18,0,22,0,7,19,3,20,sa3008734
Frankelyn Feliz,LAD,17,0,2,4.547373734,25,0,0,0,2,1,,31.2,148,32,26,16,1,19,0,3,11,0,19,sa3008735
Jose Valerio,NYM,18,7,2,3.374996905,23,0,0,0,8,3,,34.2,148,29,23,13,1,14,0,2,8,0,38,sa3009187
Brandon Sanchez,NYM,18,1,4,4.965517241,11,5,0,0,1,1,,29,133,33,19,16,1,17,0,3,9,1,16,sa3009188
Yeremi Abad,NYM,17,3,2,9.887309866,15,5,0,0,0,1,,23.2,130,25,30,26,2,34,1,8,14,2,23,sa3009189
Melvin Marte,SFG,18,2,3,3.078947368,23,0,0,0,2,0,,38,172,36,19,13,0,17,2,2,10,0,35,sa3009202
Odue Civada,SFG,17,1,4,8.202542142,14,3,0,0,0,0,,26.1,135,33,32,24,1,25,0,1,6,0,16,sa3009203
Daniel Pacheco,HOU,17,1,2,6.447770922,8,3,0,0,0,0,,22.1,109,28,18,16,1,15,0,5,4,1,16,sa3009204
Breidy Encarnacion,MIA,18,4,0,1.914893617,13,7,0,0,0,0,,47,179,28,15,10,2,11,0,2,3,0,57,sa3009205
Abdiel Medina,SEA,17,3,3,4.253421879,15,6,0,0,1,2,,48.2,214,46,32,23,2,17,1,3,7,2,51,sa3009206
Wilton Perez,SEA,17,4,2,2.439760438,15,13,0,0,0,0,,55.1,226,49,26,15,3,18,0,2,7,1,38,sa3009207
Wilson Gherbaz,PHI,18,1,3,4.096554418,14,14,0,0,0,0,,48.1,218,44,28,22,3,32,0,3,10,0,44,sa3009208
Luis Vegas,PHI,17,4,3,4.590004377,18,0,0,0,1,3,,33.1,149,29,18,17,0,21,0,4,11,0,18,sa3009209
Claudio Ochoa,BOS,17,1,5,5.9062456,14,12,0,0,0,0,,42.2,218,47,34,28,1,38,0,8,15,0,40,sa3009210
Andres Ortuno,BOS,17,2,3,5.014282299,14,9,0,0,1,0,,46.2,219,48,34,26,1,28,0,8,9,0,32,sa3009211
Luis Talavera,BOS,17,4,2,4.421052632,14,7,0,0,1,0,,57,256,62,34,28,1,31,0,7,8,0,40,sa3009212
Samuel Ruben,LAD,18,2,1,3.9375,19,2,0,0,5,1,,32,137,25,18,14,4,16,0,0,4,1,24,sa3009213
Luis Aquino,CIN,18,2,4,5.940005665,13,9,0,0,0,0,,33.1,159,24,25,22,3,34,0,10,12,0,28,sa3009214
Osiris Sierra,ATL,19,1,3,2.20754717,14,14,0,0,0,0,,53,227,41,24,13,1,30,0,1,7,0,39,sa3009215
Francis Rivera,COL,18,1,4,3.545454545,29,0,0,0,2,6,,33,156,42,21,13,1,11,1,2,4,0,33,sa3009217
Angel Valencia,COL,17,1,2,4.447064112,16,0,0,0,0,0,,28.1,119,30,15,14,5,9,0,0,4,1,31,sa3009218
Juan Martinez,KCR,18,0,2,10.35,13,0,0,0,0,2,,20,109,35,26,23,2,13,0,2,14,1,13,sa3009219
Samuel Valerio,KCR,17,3,1,4.618427196,11,4,0,0,0,0,,25.1,116,23,19,13,1,13,0,6,1,1,31,sa3009220
Igor Avila,LAD,22,1,2,6.525,18,6,0,0,0,1,,40,183,40,33,29,4,23,0,3,5,0,34,sa3009221
Christian Suarez,LAD,18,6,2,2.284617061,13,5,0,0,0,0,,43.1,181,41,18,11,1,10,0,4,4,2,36,sa3009222
Hamilton Andujar,ARI,19,4,2,3.62686309,13,7,0,0,0,1,,44.2,190,37,20,18,1,16,0,6,10,2,47,sa3009223
Jose Garcia,ARI,18,1,2,2.511624955,20,0,0,0,5,2,,28.2,119,23,11,8,2,10,1,1,6,0,31,sa3009224
Heisell Baro,LAD,17,1,2,1.218045986,16,8,0,0,1,1,,44.1,168,23,13,6,3,16,0,4,1,2,47,sa3009225
Carlos Gutierrez,MIN,19,2,1,5.727272727,15,4,0,0,0,1,,44,194,49,36,28,5,11,0,4,7,3,43,sa3009226
Reinys Portillo,STL,18,2,4,2.865920261,12,12,0,0,0,0,,59.2,249,49,23,19,3,20,0,5,6,0,56,sa3009227
Bejardi Meza,TOR,18,4,1,2.612901618,17,8,0,0,5,1,,51.2,217,41,21,15,1,22,0,3,6,1,28,sa3009228
Jorge Garcia,SFG,17,4,0,3.461538462,13,10,0,0,0,0,,52,220,57,27,20,3,7,0,3,6,0,41,sa3009229
Adriel Gonzalez,OAK,17,4,2,3.223878303,13,6,0,0,0,1,,44.2,185,36,19,16,0,14,0,3,3,2,23,sa3009230
Abismael Paulino,SDP,22,2,4,3.644998053,14,11,0,0,0,0,,66.2,270,62,31,27,3,17,0,1,5,0,37,sa3009231
Jhonny Duran,TEX,19,2,6,4.153843384,13,7,0,0,0,1,,47.2,202,49,27,22,4,12,1,4,6,2,36,sa3009232
Jorman Gonzalez,TOR,17,1,1,10.54689166,16,0,0,0,0,0,,21.1,115,27,26,25,1,20,0,6,11,0,16,sa3009233
Roger Rodriguez,OAK,17,2,3,2.7,14,5,0,0,1,0,,50,200,44,20,15,2,9,0,6,6,0,39,sa3009234
Moises Castellanos,BOS,17,1,1,3.283779298,9,2,0,0,0,1,,24.2,99,14,10,9,0,13,0,2,2,0,22,sa3009235
Cristofer Adames,PHI,19,5,0,3.793391599,19,1,0,0,0,2,,40.1,180,34,22,17,2,19,0,4,10,0,37,sa3009236
Juan Carela,NYY,17,0,8,7.593757242,12,8,0,0,0,0,,32,164,35,38,27,1,29,0,10,15,1,30,sa3009237
Brailin Rodriguez,MIL,16,3,6,5.721857918,12,11,0,0,0,0,,50.1,228,49,36,32,0,30,0,9,17,0,36,sa3009238
Wilson Castillo,TEX,18,2,3,4,12,12,0,0,0,0,,54,236,58,34,24,5,15,0,5,4,2,58,sa3009239
Estiven Encarnacion,SFG,17,1,0,6.493679195,17,0,0,0,1,2,,26.1,129,23,21,19,2,28,0,6,14,1,19,sa3009240
Felipe Mezquita,PIT,17,0,1,3.83108355,14,14,0,0,0,0,,49.1,225,40,26,21,0,40,0,6,21,0,45,sa3009241
Aneudy Cortorreal,TBR,19,5,1,2.271027835,19,1,0,0,2,0,,35.2,154,26,11,9,1,24,0,2,10,1,51,sa3009242
Royber Salinas,ATL,18,2,3,3.818181818,17,0,0,0,0,2,,33,148,30,19,14,0,22,0,3,17,1,37,sa3009243
Rafael Camacho,MIL,16,1,3,7.605622974,14,1,0,0,0,2,,23.2,117,33,26,20,0,11,0,3,8,0,16,sa3009244
Kevin Solano,ATL,17,4,1,3.286959248,16,2,1,0,1,0,,38.1,160,30,15,14,2,18,3,2,3,1,29,sa3009245
Winder Garcia,TOR,17,6,1,2.700001706,18,5,0,0,3,2,,53.1,219,43,19,16,3,17,0,5,8,1,55,sa3009246
Julio Goff,LAA,19,2,4,5.318181818,13,5,0,0,0,0,,44,199,51,29,26,4,19,0,1,4,0,47,sa3009247
Erasmo Moreno,MIN,17,2,3,3.347110076,14,6,0,0,2,0,,40.1,177,38,25,15,3,16,0,2,6,1,39,sa3009248
Oliver Lopez,STL,17,2,2,5.464285714,18,0,0,0,0,4,,28,133,30,27,17,3,25,1,3,8,0,13,sa3009249
Jose Rivas,DET,17,1,1,5.400013647,8,0,0,0,0,1,,13.1,56,9,8,8,1,7,0,0,2,0,15,sa3009250
Jose Mendez,LAD,18,0,1,8.379311723,18,0,0,0,0,0,,19.1,108,22,24,18,2,21,0,7,4,1,16,sa3009251
Jhoan Colina,TBR,20,1,1,1.824321832,12,2,0,0,0,0,,24.2,109,22,11,5,2,13,0,2,4,0,23,sa3009252
Alejandro Lugo,SDP,16,0,5,5.238813874,19,0,0,0,3,4,,22.1,102,21,20,13,0,15,2,3,6,1,24,sa3009253
Wilbur Martinez,PIT,17,0,0,8.859388994,17,0,0,0,1,1,,21.1,105,28,26,21,1,16,1,2,5,0,19,sa3009254
Alejandro Duran,LAA,17,0,0,1.928571429,7,5,0,0,0,0,,28,111,21,7,6,0,5,0,3,6,1,34,sa3009255
Jesus Jaquez,STL,17,0,0,8.836379878,12,0,0,0,0,0,,18.1,93,24,22,18,3,11,0,2,3,0,11,sa3009256
Jesus Rivas,NYM,18,2,0,10.12496801,8,0,0,0,0,0,,10.2,57,10,12,12,0,15,0,3,9,0,12,sa3009257
Luis Arias,ARI,17,2,2,3.970588235,14,3,0,0,0,0,,34,148,25,20,15,0,22,0,5,5,2,35,sa3009258
Argenys Dominguez,PIT,18,0,0,19.57504947,14,0,0,0,0,0,,13.1,90,24,32,29,0,26,0,3,17,0,18,sa3009259
Peniel Mena,TEX,18,0,3,5.11578403,16,1,0,0,3,0,,31.2,138,35,22,18,1,10,0,1,2,0,24,sa3009260
Dahan Batista,CLE,19,1,4,5.457440386,18,0,0,0,1,2,,31.1,147,37,24,19,1,11,0,7,14,0,23,sa3009261
Enmanuel Mejia,PIT,20,2,1,1.741932644,18,0,0,0,7,0,,20.2,80,10,6,4,0,7,0,0,1,1,37,sa3009262
Nelcido Ramos,KCR,18,1,0,5.318181818,14,0,0,0,0,2,,22,99,15,17,13,1,16,0,2,5,1,17,sa3009263
Cristian Olivero,NYM,19,2,2,3.857148427,10,2,0,0,1,1,,23.1,101,11,14,10,0,18,0,3,7,0,20,sa3009265
Edinson Batista,HOU,17,2,0,4,15,0,0,0,2,0,,36,167,33,17,16,0,24,0,4,9,0,44,sa3009266
Alvaro Figueroa,NYM,17,1,3,5.242723301,18,0,0,0,0,0,,34.1,161,28,25,20,1,27,0,4,11,2,36,sa3009267
William Miranda,STL,18,4,0,1.741936824,22,1,0,0,0,1,,41.1,174,39,8,8,0,21,1,2,10,1,41,sa3009268
Raymer Caridad,MIL,19,3,4,5.558823529,20,0,0,0,4,3,,34,155,40,23,21,1,19,2,6,13,1,23,sa3009269
Juan De Los Santos,HOU,19,2,0,0,6,2,0,0,1,0,,14,54,5,1,0,0,8,0,1,3,0,8,sa3009270
Jonatan Bernal,TOR,17,1,3,3.272727273,9,8,0,0,0,0,,33,133,30,22,12,3,5,0,1,5,0,21,sa3009271
Juan Burgos,SEA,19,2,3,3.188978773,17,4,0,0,0,0,,42.1,185,38,21,15,3,20,0,5,9,1,42,sa3009272
Edward Sosa,NYM,19,0,2,4.170731707,19,0,0,0,1,0,,41,185,37,29,19,1,22,1,1,11,1,27,sa3009273
Nixson Munoz,BOS,18,5,2,2.4,14,8,0,0,0,0,,60,240,56,19,16,1,5,0,4,4,0,62,sa3009458
Fernando Ortega,PHI,17,1,3,3.681820462,15,15,0,0,0,0,,51.1,226,40,26,21,0,37,0,5,10,0,37,sa3009459
Anthony Torres,SFG,17,0,2,6.750006437,22,0,0,0,0,0,,33.1,165,37,33,25,2,30,0,3,13,0,31,sa3009460
Mauricio Bascunan,ARI,17,6,3,2.582606332,14,2,0,0,0,1,,38.1,174,31,18,11,3,22,0,5,8,0,22,sa3009461
Jose Bohorquez,ARI,17,3,2,2.14772974,14,0,0,0,1,0,,29.1,122,17,7,7,0,13,0,3,5,1,25,sa3009462
Gabriel Jackson,BOS,17,4,3,3.488765914,14,14,0,0,0,0,,59.1,262,58,32,23,0,27,0,5,6,1,38,sa3009463
Carlos Reyes,BOS,17,0,4,5.684210526,13,7,0,0,0,0,,38,179,29,26,24,1,34,0,8,18,2,36,sa3009464
Frankelvin Vidal,ATL,17,3,2,2.3823494,15,0,0,0,1,0,,22.2,96,18,9,6,0,18,1,0,6,0,22,sa3009465
Alberto Sojo,CHC,18,0,3,3.12244898,14,13,0,0,0,0,,49,204,46,20,17,4,10,0,3,6,3,45,sa3009466
Carlos Del Rosario,BAL,20,2,1,2.793105285,17,7,0,0,0,0,,48.1,211,31,17,15,0,36,0,4,10,0,60,sa3009467
Faysel Gregorio,BOS,17,3,3,6.98275288,14,3,0,0,1,0,,38.2,189,41,39,30,3,27,0,6,5,3,31,sa3009468
Elvis Jerez,CLE,19,1,3,6.929197692,14,0,0,0,1,0,,37.2,192,37,39,29,4,35,0,9,8,0,40,sa3009469
Angel Chivilli,COL,16,0,5,4,12,12,0,0,0,0,,45,192,47,24,20,3,10,0,1,12,0,45,sa3009470
Manuel Olivares,COL,17,3,1,2.473280534,14,8,0,0,0,0,,43.2,183,40,15,12,4,10,0,3,6,1,25,sa3009471
Jhan Zambrano,TEX,17,5,2,2.55,12,11,0,0,0,0,,60,237,49,18,17,3,16,0,3,8,0,52,sa3009472
Jose Gonzalez,OAK,17,1,0,3.037496162,15,0,0,0,0,0,,26.2,115,26,17,9,0,8,0,1,1,0,24,sa3009473
Luis Castillo,SFG,16,1,5,5.062503017,14,14,0,0,0,0,,53.1,244,57,38,30,6,28,0,4,5,0,52,sa3009474
Nyan Hernandez,TEX,17,1,3,3.126312463,14,1,0,0,2,1,,31.2,140,30,23,11,4,11,0,0,3,0,23,sa3009475
Marc Civit,TOR,17,2,1,3.126312463,15,0,0,0,1,0,,31.2,143,31,18,11,0,15,0,2,5,1,24,sa3009476
Wilker Reyes,MIN,17,1,4,5.670005407,16,5,0,0,0,1,,33.1,165,33,28,21,2,21,0,6,14,0,33,sa3009477
Andres Garcia,TOR,16,2,0,5.684204478,19,0,0,0,1,1,,31.2,160,39,25,20,2,21,0,4,8,1,16,sa3009478
Justino Dominguez,TBR,17,0,6,8.709663218,9,7,0,0,0,0,,20.2,106,25,24,20,2,23,0,3,7,0,15,sa3009479
Miguel Toribio,PIT,17,6,1,1.588234021,14,3,0,0,1,1,,39.2,172,34,16,7,0,18,0,5,7,1,34,sa3009480
Roberto Garza,OAK,17,3,4,3.738464281,13,5,0,0,0,0,,43.1,178,38,19,18,1,13,0,4,6,1,33,sa3009481
Daniel Gonzalez,TBR,17,3,1,2.25,14,8,0,0,0,0,,48,194,30,17,12,3,27,0,2,5,1,54,sa3009482
Mirton Blanco,WSN,16,1,1,4.70929679,13,3,0,0,0,1,,28.2,139,17,19,15,0,36,0,3,8,0,27,sa3009483
Yaifer Perdomo,TOR,17,2,1,2.886792453,13,13,0,0,0,0,,53,213,48,20,17,0,21,0,2,10,2,52,sa3009484
Adrian Ramos,TEX,17,0,3,7.269230769,14,0,0,0,1,1,,26,124,29,26,21,1,19,0,1,7,0,34,sa3009485
Juan Martinez,TOR,20,2,2,4.35483871,19,0,0,0,1,1,,31,137,22,19,15,0,24,1,3,16,2,16,sa3009486
Miguel Vargas,NYY,18,1,2,5.785710345,12,7,0,0,0,0,,46.2,217,53,37,30,2,21,0,2,8,1,48,sa3009487
Johan Montero,PIT,19,6,0,2.571428571,17,0,0,0,2,0,,42,176,38,14,12,3,19,1,3,6,0,35,sa3009488
Fernando Chacon,TOR,17,4,5,3.832255707,16,11,0,0,0,0,,51.2,234,65,27,22,2,29,0,1,7,0,41,sa3009489
Andres Castro,WSN,18,0,3,5.801657465,12,11,0,0,0,0,,40.1,199,40,33,26,2,38,0,6,8,1,33,sa3009490
Brandom Sanchez,NYY,19,1,3,3.626866188,7,7,0,0,0,0,,22.1,98,21,18,9,1,11,0,2,9,0,26,sa3009492
Miguel Cordones,CLE,19,1,6,4.5,13,13,0,0,0,0,,46,210,49,36,23,1,24,0,3,8,1,36,sa3009493
Gabriel Aguilera,CIN,18,2,3,4.328241124,14,7,0,0,0,1,,43.2,187,44,24,21,3,9,1,3,7,1,35,sa3009494
