Name,Team,Level,Age,W,L,ERA,G,GS,CG,ShO,SV,BS,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,PlayerId
Nolan Blackwood,DET,AAA,26,4,0,5.300613993,34,2,0,0,1,1,,54.1,245,57,39,32,5,22,1,2,4,2,48,sa874212
Thomas Burrows,ATL,AAA,26,3,1,2.885495847,32,1,0,0,0,1,,43.2,188,25,17,14,4,33,0,2,6,0,62,sa874215
Logan Salow,LAD,AAA,26,2,0,3.648648649,34,0,0,0,0,1,,37,173,29,18,15,2,32,0,2,8,0,43,sa874231
Juan Hillman,CLE,AAA,24,0,0,11.57144552,1,1,0,0,0,0,,2.1,14,5,3,3,0,2,0,0,0,0,2,sa874796
Riley Ferrell,HOU,AAA,27,0,4,3,34,0,0,0,2,2,,36,158,25,19,12,2,25,1,1,5,0,44,sa874967
Jordan Stephens,CLE,AAA,28,3,0,4.63432783,34,0,0,0,6,2,,44.2,200,51,28,23,10,18,0,3,0,0,46,sa875031
Jack Wynkoop,COL,AAA,27,2,0,2.825581082,12,0,0,0,0,1,,28.2,123,27,9,9,2,12,1,1,0,0,22,sa875060
Jordan Guerrero,SDP,AAA,24,4,0,4.016529432,27,0,0,0,1,3,,40.1,180,43,21,18,8,18,0,2,4,0,40,sa875153
Bubba Derby,MIL,AAA,27,3,0,4.695652174,13,0,0,0,0,1,,23,98,20,12,12,3,9,0,1,1,0,24,sa875183
Blake Bass,TEX,AAA,28,0,1,7.363639556,7,0,0,0,1,1,,7.1,40,9,9,6,1,10,0,0,4,0,7,sa875190
Ryan Lawlor,CHC,AAA,27,1,0,13.50000379,11,0,0,0,0,0,,11.1,68,20,18,17,6,10,0,3,2,0,17,sa875198
Nate Griep,COL,AAA,27,1,0,0,4,0,0,0,0,0,,4.1,17,3,3,0,1,1,0,0,0,0,7,sa875199
Danny Young,CLE,AAA,27,2,2,4.743243732,37,0,0,0,0,2,,49.1,219,50,30,26,9,22,1,4,4,1,55,sa875200
Kyle Friedrichs,OAK,AAA,29,1,1,4.602273226,6,5,0,0,0,0,,29.1,117,31,15,15,2,4,0,1,1,0,20,sa875229
James Naile,OAK,AAA,28,8,0,4.189655172,46,0,0,0,0,3,,58,256,74,28,27,7,14,2,3,7,0,47,sa875263
James Reeves,SDP,AAA,28,0,0,15.827581,9,0,0,0,0,0,,9.2,54,14,17,17,4,7,0,5,1,0,14,sa875266
Darin Gillies,SEA,AAA,28,3,0,4.075470965,15,0,0,0,0,0,,17.2,76,15,8,8,2,7,0,1,1,0,20,sa875269
Tyler Cyr,SFG,AAA,28,3,0,5.400000824,29,1,0,0,0,0,,33.1,144,23,21,20,4,20,0,0,3,1,45,sa875270
Logan Cozart,COL,AAA,28,1,1,3.857142437,48,0,0,0,7,2,,46.2,206,44,25,20,4,22,3,1,1,0,48,sa875283
Jon Olczak,HOU,AAA,27,0,1,6.352942958,7,0,0,0,0,0,,11.1,51,13,9,8,1,3,0,0,1,0,11,sa875297
Danny Dopico,CHW,AAA,27,0,3,5.949151581,21,0,0,0,0,1,,19.2,99,12,16,13,1,27,0,3,5,0,21,sa875346
Chad Smith,COL,AAA,26,2,1,3.176470945,31,0,0,0,3,2,,28.1,119,18,12,10,1,15,0,2,5,0,31,sa875373
Matthew Kent,BOS,AAA,28,1,0,5.399998529,3,2,0,0,0,0,,11.2,49,9,7,7,1,4,0,2,1,0,9,sa875610
Justin Donatella,ARI,AAA,26,0,3,8.804349651,5,4,0,0,0,0,,15.1,78,24,16,15,5,8,0,1,1,0,13,sa875616
Tyler Phillips,TEX,AAA,23,0,3,9.9,4,4,0,0,0,0,,10,56,15,12,11,2,12,0,0,1,0,11,sa875646
Mack Lemieux,ARI,AAA,24,0,0,0,2,0,0,0,0,0,,3,12,1,1,0,0,2,0,0,0,0,3,sa875726
Nick Vespi,BAL,AAA,25,2,2,7.1632667,12,0,0,0,1,0,,16.1,71,19,15,13,5,6,0,1,2,0,19,sa875778
Cameron Gann,ARI,AAA,28,2,1,8.746477698,20,0,0,0,0,0,,23.2,115,27,24,23,6,20,1,2,1,1,23,sa875845
Nick Duron,SEA,AAA,25,1,1,9.310341766,11,0,0,0,0,2,,9.2,52,14,10,10,3,10,0,0,1,0,8,sa876053
Hobie Harris,TOR,AAA,28,5,2,3.951219512,39,0,0,0,8,3,,41,171,29,20,18,8,17,1,3,3,0,50,sa876068
Fitz Stadler,TOR,AAA,24,0,0,7.560002884,9,0,0,0,1,0,,8.1,39,8,7,7,0,5,0,2,1,0,12,sa876081
Quintin Torres-Costa,MIL,AAA,26,3,1,6.813083141,35,0,0,0,0,1,,35.2,179,32,31,27,2,38,0,6,1,0,50,sa876206
Brendon Little,CHC,AAA,24,0,1,3.75,9,0,0,0,2,2,,12,57,16,5,5,1,7,0,0,5,0,13,sa876266
Chester Pimentel,ARI,AAA,25,0,0,4.939024965,23,0,0,0,0,2,,27.1,133,29,17,15,6,17,0,3,0,0,33,sa877342
Dauri Moreta,CIN,AAA,25,2,0,0.355263202,23,0,0,0,7,1,,25.1,95,13,3,1,1,4,0,0,1,0,20,sa877619
Jasseel De La Cruz,ATL,AAA,24,1,3,6.585365241,18,15,0,0,0,0,,54.2,252,60,41,40,8,30,0,2,4,4,52,sa879559
Reiver Sanmartin,CIN,AAA,25,8,2,3.724138176,20,13,0,0,0,0,,77.1,323,74,36,32,6,21,0,1,4,0,83,sa880982
Jhon Romero,WSN,AAA,26,0,0,1.421053345,4,0,0,0,0,0,,6.1,24,5,1,1,1,1,0,0,0,0,10,sa885679
Ezequiel Zabaleta,TBR,AAA,25,0,0,5.4,3,0,0,0,0,0,,5,20,4,3,3,2,1,0,1,0,0,4,sa887275
Yaisel Sierra,LAD,AAA,30,0,1,13.77551289,23,0,0,0,0,1,,16.1,98,36,26,25,6,12,0,1,11,0,18,sa909930
Matt Milburn,OAK,AAA,27,1,2,11.95082154,10,5,0,0,0,0,,20.1,103,38,28,27,11,5,0,1,0,0,11,sa913084
Adam Oller,NYM,AAA,26,3,0,1.975609986,5,5,0,0,0,0,,27.1,113,18,6,6,0,12,0,5,2,0,32,sa913099
Bennett Sousa,CHW,AAA,26,2,2,4.5,18,0,0,0,1,1,,20,86,23,12,10,3,4,0,0,1,0,28,sa913181
Kade McClure,CHW,AAA,25,2,1,5.625,7,7,0,0,0,0,,32,133,33,21,20,6,10,0,1,1,0,31,sa915622
Matt Pidich,CIN,AAA,26,0,1,1.5,5,0,0,0,0,0,,6,21,2,2,1,1,0,0,0,0,0,6,sa915680
Colton Hock,MIA,AAA,25,2,1,5.558825089,8,0,0,0,0,3,,11.1,51,16,8,7,1,2,0,1,0,0,9,sa915685
Tyler Johnson,CHW,AAA,25,0,1,12.4054086,13,0,0,0,0,1,,12.1,76,21,23,17,2,16,0,1,10,0,17,sa915688
Evan Miller,SDP,AAA,26,4,4,5.154545812,38,4,0,0,0,1,,73.1,329,86,46,42,5,25,0,7,3,1,82,sa915725
Dakota Mekkes,CHC,AAA,26,0,2,4.194175379,25,0,0,0,0,2,,34.1,153,27,18,16,2,19,1,5,4,0,31,sa915807
Zach Logue,TOR,AAA,25,7,3,3.616071921,15,14,0,0,0,0,,74.2,309,64,35,30,8,17,0,7,1,0,72,sa915822
Kirk McCarty,CLE,AAA,25,7,5,4.856707543,21,21,0,0,0,0,,109.1,463,108,63,59,24,34,0,2,2,0,88,sa915824
Jake Walters,MIA,AAA,25,0,0,0,2,0,0,0,0,0,,7,32,3,1,0,0,7,0,2,1,0,7,sa915852
Erich Uelmen,CHC,AAA,25,0,0,9.5625,8,0,0,0,0,0,,16,69,16,17,17,4,3,0,3,2,0,16,sa915866
Juan Mota,CLE,AAA,25,2,2,9,12,0,0,0,0,0,,15,71,16,16,15,3,13,0,1,3,1,17,sa917387
Luis Frias,ARI,AAA,23,2,1,5.815383762,5,5,0,0,0,0,,21.2,99,21,14,14,1,16,0,0,1,1,20,sa917588
Andres Sotillet,KCR,AAA,24,2,0,6.749998537,13,1,0,0,0,0,,14.2,80,21,15,11,0,16,1,0,4,0,18,sa917861
Nick Lodolo,CIN,AAA,23,0,1,5.399997425,3,3,0,0,0,0,,6.2,28,7,4,4,2,2,0,0,0,0,10,sa917947
Curtis Taylor,TOR,AAA,25,0,0,4.153846916,17,0,0,0,0,0,,17.1,76,17,11,8,1,8,0,2,1,1,16,sa917970
Jace Vines,KCR,AAA,26,6,4,4.102941176,44,1,0,0,2,1,,68,294,58,32,31,2,35,1,7,5,0,67,sa917985
Braeden Ogle,PIT,AAA,23,3,4,5.323942947,40,0,0,0,1,1,,47.1,221,44,32,28,6,35,2,4,6,2,56,sa917989
Tobias Myers,TBR,AAA,22,2,4,5.592856533,10,10,0,0,0,0,,46.2,199,46,30,29,11,15,0,1,1,2,54,sa918088
Kenny Rosenberg,TBR,AAA,25,3,0,2.60240934,13,0,0,0,1,1,,27.2,113,26,8,8,4,10,1,1,2,0,39,sa918105
Nick Hernandez,HOU,AAA,26,0,0,0,1,0,0,0,0,0,,2,9,0,0,0,0,3,0,0,0,0,1,sa918109
Yerry Rodriguez,TEX,AAA,23,1,3,9.75,9,4,0,0,0,1,,24,115,33,27,26,5,11,0,1,1,1,27,sa918130
Jesse Scholtens,SDP,AAA,27,3,8,5.096385542,18,17,0,0,0,0,,83,362,87,48,47,12,29,0,4,3,1,87,sa918144
Tommy Eveld,MIA,AAA,27,5,3,3.512195122,32,0,0,0,6,0,,41,170,34,18,16,7,15,2,2,0,0,48,sa918150
Julian Garcia,PHI,AAA,26,0,4,8.074765204,14,3,0,0,0,0,,35.2,175,37,37,32,8,30,1,2,8,0,33,sa918182
Dylan Lee,ATL,AAA,26,5,1,1.57664216,34,0,0,0,1,1,,45.2,172,29,11,8,4,6,0,1,1,0,52,sa918185
Trevor Lane,NYY,AAA,27,4,0,1.985293839,17,0,0,0,1,0,,22.2,92,20,6,5,1,5,0,1,0,0,28,sa918196
Trey Cobb,NYM,AAA,27,1,3,8.702480436,24,1,0,0,0,1,,40.1,203,59,39,39,13,19,0,10,2,1,31,sa918276
Carson LaRue,HOU,AAA,25,2,1,4.5,5,1,0,0,1,0,,16,67,12,9,8,2,7,0,0,0,0,16,sa918324
Ben Krauth,CLE,AAA,27,1,0,3,5,1,0,0,0,0,,9,37,7,3,3,0,5,0,0,1,0,9,sa918347
Scott Engler,TEX,AAA,24,2,0,4.009900384,25,0,0,0,3,2,,33.2,148,30,18,15,4,18,0,1,1,0,32,sa918353
Seth Martinez,HOU,AAA,26,5,3,2.858823273,35,0,0,0,0,2,,56.2,227,34,21,18,5,20,0,3,3,0,76,sa918364
Brian Howard,OAK,AAA,26,5,4,6.230769867,22,19,0,0,0,0,,99.2,449,119,75,69,22,37,1,4,3,0,86,sa918377
Jacob Bosiokovic,STL,AAA,27,1,0,0,4,0,0,0,1,0,,6,22,3,0,0,0,1,0,0,1,0,10,sa918394
Bowden Francis,TOR,AAA,25,9,6,3.983606358,19,18,0,0,0,0,,101.2,415,75,51,45,18,36,0,8,3,0,99,sa918451
Matt Swarmer,CHC,AAA,27,3,7,4.909091205,18,14,0,0,1,0,,84.1,357,81,51,46,17,28,1,3,1,1,84,sa918458
Joe Navilhon,DET,AAA,27,0,0,12,3,0,0,0,0,0,,3,13,3,4,4,0,1,0,1,0,0,3,sa918459
Pearson McMahan,WSN,AAA,24,0,0,13.5,1,0,0,0,0,0,,2,11,3,3,3,1,3,0,1,0,0,0,sa918461
Colin McKee,HOU,AAA,27,5,2,5.079207153,25,1,0,0,0,0,,33.2,149,28,23,19,6,21,1,3,8,0,50,sa918482
Greg Weissert,NYY,AAA,26,3,1,2.097087689,26,0,0,0,2,1,,34.1,138,19,11,8,2,17,0,1,1,0,36,sa918484
Braden Bristo,NYY,AAA,26,5,3,4.655172904,36,1,0,0,0,2,,48.1,208,36,26,25,7,29,1,3,6,0,58,sa918549
Grant Gavin,KCR,AAA,25,5,3,4.811881552,43,0,0,0,2,4,,67.1,292,58,40,36,11,32,2,5,3,0,82,sa918674
Jake Fishman,MIA,AAA,26,4,1,4.085525906,28,2,0,0,0,0,,50.2,211,42,26,23,7,15,0,7,4,1,47,sa918699
Juan Gamez,CHC,AAA,27,1,3,8.775002092,12,0,0,0,1,1,,13.1,67,16,14,13,1,10,0,3,2,0,9,sa918731
Brian Keller,NYY,AAA,27,2,2,2.798780227,25,11,0,0,0,0,,54.2,251,43,21,17,3,46,0,3,3,1,64,sa918951
Ronel Blanco,HOU,AAA,27,5,2,3.073170732,38,0,0,0,20,4,,41,164,26,16,14,5,15,3,0,1,1,50,sa919082
Chad Donato,HOU,AAA,26,2,3,5.538461538,8,4,1,0,1,1,,26,114,26,16,16,3,11,0,0,1,1,22,sa919112
Yeizo Campos,NYM,AAA,25,1,1,3.75,9,0,0,0,0,1,,12,48,7,5,5,1,5,1,0,1,0,9,sa919234
Jeff Singer,PHI,AAA,27,3,1,3.829787234,39,0,0,0,3,1,,47,207,41,22,20,2,21,1,4,5,0,59,sa919323
Angel De Jesus,DET,AAA,24,3,4,3.664285315,31,2,0,0,4,1,,46.2,199,27,21,19,7,27,0,8,4,1,58,sa921876
Luke Barker,MIL,AAA,29,6,5,2.114458026,48,0,0,0,11,3,,55.1,210,34,21,13,7,10,2,3,5,1,67,sa977837
